552,636
553,633
555,636
555,635
555,632
558,630
558,629
559,628
562,626
556,631
561,628
563,629
565,628
566,627
568,626
571,624
574,619
584,611
599,592
859,159
884,139
859,143
835,164
806,172
797,196
779,221
755,234
744,257
722,269
710,295
690,306
675,336
647,348
628,370
615,394
586,411
576,442
561,466
542,486
515,499
502,532
472,550
454,584
444,612
415,632
398,655
382,675
364,692
345,710
332,730
313,734
311,753
295,783
260,796
240,826
215,833
204,842
189,845
183,854
180,857
163,862
149,861
138,864
132,869
125,873
125,873
129,875
121,875
113,874
111,877
112,877
111,877
112,884
456,725
469,713
476,705
486,693
496,687
503,679
508,675
514,670
520,664
524,661
527,661
527,657
528,657
532,658
531,654
535,655
536,655
536,651
537,651
537,653
538,652
537,652
537,654
538,653
539,651
540,650
541,647
541,645
543,643
548,638
551,635
555,631
563,622
569,619
580,607
590,599
596,592
599,587
599,585
601,585
607,577
617,563
904,146
893,137
878,138
851,150
827,151
821,174
802,190
782,212
760,228
744,248
726,262
709,278
689,304
668,320
653,335
631,352
622,375
596,385
584,400
567,425
555,457
523,466
502,491
475,512
452,538
424,557
404,583
382,604
362,625
348,632
335,645
323,655
304,674
289,692
277,705
264,713
247,728
234,744
224,748
214,767
206,773
201,779
196,787
182,789
178,802
170,808
166,810
162,814
157,817
154,819
149,823
148,828
146,834
143,840
142,840
140,842
142,845
137,844
135,846
133,852
132,851
130,855
128,855
128,859
130,857
202,854
457,723
466,712
474,703
490,687
500,677
506,673
511,671
517,666
520,661
526,660
525,659
527,655
532,653
535,651
537,648
541,644
543,642
551,635
555,634
559,631
571,621
578,616
581,611
583,611
584,608
588,605
587,607
594,596
917,139
916,130
905,135
889,146
865,157
845,166
820,188
800,207
778,220
758,235
738,257
718,278
699,288
683,308
662,324
647,341
632,353
617,371
600,379
587,393
574,409
565,426
549,437
538,455
519,463
507,473
496,488
484,501
469,511
457,530
440,538
423,551
413,562
400,580
389,593
376,607
370,622
351,627
337,642
327,653
317,664
305,675
296,684
285,695
276,704
263,718
252,729
239,738
231,745
220,753
213,766
204,772
198,784
184,785
179,798
175,803
171,811
165,811
162,815
159,818
156,821
152,826
149,832
146,836
146,840
142,841
139,843
138,843
135,845
135,849
134,852
132,852
128,854
127,858
130,852
162,878
454,727
459,718
468,710
480,698
495,685
509,671
523,657
533,644
545,632
551,626
558,623
562,617
566,615
569,609
574,609
578,607
579,604
579,604
575,609
571,616
576,622
903,857
923,874
925,870
923,856
923,842
919,833
916,823
913,817
900,805
897,794
869,756
823,720
793,692
748,668
707,634
683,615
665,613
664,618
669,616
665,617
666,617
660,614
655,604
651,601
644,594
649,593
644,579
637,574
629,572
604,561
594,559
560,535
545,524
516,499
499,481
486,479
475,470
442,445
412,410
389,380
343,339
303,292
265,262
232,225
198,191
170,172
164,162
152,157
145,155
142,150
147,152
147,154
146,154
145,154
146,152
148,155
147,156
144,155
147,154
142,155
137,154
136,155
132,153
128,149
129,170
462,469
719,531
656,531
655,533
661,530
657,532
654,535
651,536
654,536
663,534
667,533
666,533
680,534
679,533
670,535
669,532
669,535
671,535
678,535
665,537
656,537
661,541
663,540
670,542
926,879
927,883
927,871
930,850
924,837
924,837
919,819
899,814
877,793
846,762
813,735
782,707
748,676
725,664
713,657
695,643
677,629
652,609
634,590
610,577
589,551
576,544
560,527
542,511
519,486
499,468
491,470
488,471
482,465
473,455
449,431
435,411
422,400
407,381
383,365
360,347
332,311
304,286
282,267
257,239
236,227
221,214
205,200
196,194
184,193
175,189
167,188
152,176
140,161
131,152
131,156
124,151
113,149
111,145
106,135
103,137
100,134
104,135
107,145
705,521
693,522
693,525
688,523
685,525
685,526
687,527
673,530
665,529
648,532
646,533
647,534
649,532
647,532
644,535
645,536
641,536
641,537
643,538
640,544
631,562
923,880
927,885
928,879
927,862
924,852
923,852
917,850
910,845
897,819
868,788
822,752
784,712
741,674
696,634
663,609
633,578
604,549
579,532
553,509
527,482
505,464
484,448
467,435
455,426
441,405
423,388
402,369
385,359
369,338
349,326
332,311
318,299
304,289
295,284
282,276
268,258
252,245
244,241
230,231
218,216
204,204
195,198
181,192
172,190
167,187
164,182
160,178
152,166
148,162
145,161
139,154
134,150
128,148
120,146
116,144
114,140
108,137
102,135
100,128
1023,519
745,521
680,524
665,525
655,523
199,171
109,132
1023,525
708,528
656,528
634,531
625,536
620,541
595,565
582,577
567,592
579,579
585,575
591,566
587,570
586,574
584,577
583,577
583,579
583,579
583,581
583,580
583,582
582,584
581,587
579,589
574,591
572,593
572,595
567,599
566,599
563,603
560,606
557,608
554,611
554,614
551,612
550,613
551,612
551,613
552,612
555,610
556,609
560,604
564,602
564,599
565,598
568,598
568,596
570,595
573,594
571,596
570,597
567,601
567,600
567,603
566,605
562,608
561,608
558,610
556,613
